2026-05-24 12:03:33 | INFO     | src.utils.utils                | Logging initialized — level=INFO  file=logs\run_20260524_150333.log
2026-05-24 12:03:33 | INFO     | __main__                       | === gestionHvsA-adrsArgy | mode=live ===
2026-05-24 12:03:33 | INFO     | __main__                       | Live mode: 24 months | 2024-01 → 2025-12
2026-05-24 12:03:33 | INFO     | src.utils.utils                | [START] live 2024-01
2026-05-24 12:03:33 | INFO     | src.data.loader                | Starting live-month download: 2025-07-01 → 2024-01-31 (cutoff: 2024-01-31) | tickers: ['YPF', 'GGAL', 'BMA', 'PAM', 'TGS', 'CEPU', 'EDN', 'LOMA', 'CRESY', 'IRS']
2026-05-24 12:03:42 | ERROR    | yfinance                       | $YPF: possibly delisted; no price data found  (1wk 2025-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1751342400, endDate = 1706677200")
2026-05-24 12:03:42 | WARNING  | src.data.downloader            | [YPF] yfinance returned empty DataFrame
2026-05-24 12:03:43 | ERROR    | yfinance                       | $GGAL: possibly delisted; no price data found  (1wk 2025-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1751342400, endDate = 1706677200")
2026-05-24 12:03:43 | WARNING  | src.data.downloader            | [GGAL] yfinance returned empty DataFrame
2026-05-24 12:03:44 | ERROR    | yfinance                       | $BMA: possibly delisted; no price data found  (1wk 2025-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1751342400, endDate = 1706677200")
2026-05-24 12:03:44 | WARNING  | src.data.downloader            | [BMA] yfinance returned empty DataFrame
2026-05-24 12:03:45 | ERROR    | yfinance                       | $PAM: possibly delisted; no price data found  (1wk 2025-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1751342400, endDate = 1706677200")
2026-05-24 12:03:45 | WARNING  | src.data.downloader            | [PAM] yfinance returned empty DataFrame
2026-05-24 12:03:46 | ERROR    | yfinance                       | $TGS: possibly delisted; no price data found  (1wk 2025-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1751342400, endDate = 1706677200")
2026-05-24 12:03:46 | WARNING  | src.data.downloader            | [TGS] yfinance returned empty DataFrame
2026-05-24 12:03:48 | ERROR    | yfinance                       | $CEPU: possibly delisted; no price data found  (1wk 2025-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1751342400, endDate = 1706677200")
2026-05-24 12:03:48 | WARNING  | src.data.downloader            | [CEPU] yfinance returned empty DataFrame
2026-05-24 12:03:49 | ERROR    | yfinance                       | $EDN: possibly delisted; no price data found  (1wk 2025-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1751342400, endDate = 1706677200")
2026-05-24 12:03:49 | WARNING  | src.data.downloader            | [EDN] yfinance returned empty DataFrame
