2026-05-22 10:51:18 | INFO     | src.utils.utils                | Logging initialized — level=INFO  file=logs\run_20260522_135118.log
2026-05-22 10:51:18 | INFO     | __main__                       | === gestionHvsA-adrsArgy | mode=live ===
2026-05-22 10:51:18 | INFO     | __main__                       | Live mode: 6 months | 2024-01 → 2024-06
2026-05-22 10:51:18 | INFO     | src.utils.utils                | [START] live 2024-01
2026-05-22 10:51:18 | INFO     | src.data.loader                | Starting live-month download: 2024-07-01 → 2024-01-31 (cutoff: 2024-01-31) | tickers: ['YPF', 'GGAL', 'BMA', 'PAM', 'TGS', 'CEPU', 'EDN', 'LOMA', 'CRESY', 'IRS']
2026-05-22 10:51:21 | ERROR    | yfinance                       | $YPF: possibly delisted; no price data found  (1wk 2024-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1719806400, endDate = 1706677200")
2026-05-22 10:51:21 | WARNING  | src.data.downloader            | [YPF] yfinance returned empty DataFrame
2026-05-22 10:51:22 | ERROR    | yfinance                       | $GGAL: possibly delisted; no price data found  (1wk 2024-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1719806400, endDate = 1706677200")
2026-05-22 10:51:22 | WARNING  | src.data.downloader            | [GGAL] yfinance returned empty DataFrame
2026-05-22 10:51:24 | ERROR    | yfinance                       | $BMA: possibly delisted; no price data found  (1wk 2024-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1719806400, endDate = 1706677200")
2026-05-22 10:51:24 | WARNING  | src.data.downloader            | [BMA] yfinance returned empty DataFrame
2026-05-22 10:51:25 | ERROR    | yfinance                       | $PAM: possibly delisted; no price data found  (1wk 2024-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1719806400, endDate = 1706677200")
2026-05-22 10:51:25 | WARNING  | src.data.downloader            | [PAM] yfinance returned empty DataFrame
2026-05-22 10:51:27 | ERROR    | yfinance                       | $TGS: possibly delisted; no price data found  (1wk 2024-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1719806400, endDate = 1706677200")
2026-05-22 10:51:27 | WARNING  | src.data.downloader            | [TGS] yfinance returned empty DataFrame
2026-05-22 10:51:28 | ERROR    | yfinance                       | $CEPU: possibly delisted; no price data found  (1wk 2024-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1719806400, endDate = 1706677200")
2026-05-22 10:51:28 | WARNING  | src.data.downloader            | [CEPU] yfinance returned empty DataFrame
2026-05-22 10:51:29 | ERROR    | yfinance                       | $EDN: possibly delisted; no price data found  (1wk 2024-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1719806400, endDate = 1706677200")
2026-05-22 10:51:29 | WARNING  | src.data.downloader            | [EDN] yfinance returned empty DataFrame
2026-05-22 10:51:30 | ERROR    | yfinance                       | $LOMA: possibly delisted; no price data found  (1wk 2024-07-01 -> 2024-01-31) (Yahoo error = "Invalid input - start date cannot be after end date. startDate = 1719806400, endDate = 1706677200")
2026-05-22 10:51:30 | WARNING  | src.data.downloader            | [LOMA] yfinance returned empty DataFrame
